id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
3490,C,WH3,9,26,Mechanical,2025-10-25
3491,H,WH4,1,55,None,2024-06-21
3492,I,WH1,10,24,Traffic,2025-10-30
3493,G,WH2,7,43,Mechanical,2024-11-27
3494,D,WH4,5,77,Mechanical,2025-07-29
3495,F,WH2,6,32,Weather,2024-01-23
3496,B,WH3,7,98,None,2025-09-16
3497,F,WH2,2,92,None,2024-04-28
3498,I,WH1,4,45,Traffic,2025-10-21
3499,J,WH1,9,96,Weather,2024-07-01
3500,H,WH4,5,42,Traffic,2025-04-13
3501,A,WH1,5,115,None,2025-11-24
3502,I,WH4,4,39,Weather,2024-09-13
3503,F,WH3,9,43,Traffic,2025-08-22
3504,H,WH4,2,104,Traffic,2024-07-13
3505,B,WH4,4,95,Traffic,2025-06-15
3506,J,WH4,4,89,Weather,2025-03-13
3507,A,WH1,2,93,Traffic,2025-01-12
3508,H,WH3,4,85,None,2025-07-08
3509,B,WH2,6,38,Mechanical,2025-09-29
3510,A,WH2,6,63,Mechanical,2024-11-02
3511,H,WH3,9,72,None,2024-02-29
3512,B,WH4,8,96,None,2024-12-05
3513,I,WH3,9,100,Weather,2024-07-29
3514,A,WH4,10,4,None,2024-03-21
3515,G,WH3,6,47,Traffic,2024-01-11
3516,B,WH4,4,17,Mechanical,2025-08-13
3517,J,WH3,7,8,Weather,2025-07-08
3518,C,WH4,7,32,Traffic,2024-02-15
3519,D,WH1,8,21,None,2025-05-31
3520,G,WH2,1,43,Traffic,2024-09-26
3521,C,WH3,7,4,None,2025-09-04
3522,F,WH2,6,61,Mechanical,2025-07-27
3523,F,WH3,3,14,None,2025-01-23
3524,C,WH3,9,32,Weather,2025-03-06
3525,I,WH2,5,1,None,2025-05-22
3526,E,WH2,3,4,Weather,2025-05-21
3527,E,WH2,1,78,Mechanical,2025-07-24
3528,B,WH4,7,3,Mechanical,2025-01-05
3529,I,WH1,4,47,Mechanical,2025-07-18
3530,A,WH1,7,118,None,2025-02-19
3531,E,WH3,4,38,None,2024-08-13
3532,J,WH2,4,79,Weather,2024-10-18
3533,B,WH3,9,55,Traffic,2024-11-29
3534,I,WH1,7,95,Mechanical,2024-02-16
3535,J,WH3,9,120,Traffic,2024-11-29
3536,B,WH4,6,4,Weather,2024-07-20
3537,A,WH3,3,74,None,2025-07-14
3538,C,WH3,10,72,Weather,2024-03-27
3539,F,WH4,2,57,Mechanical,2025-12-07
3540,H,WH4,6,8,Weather,2025-09-17
3541,G,WH1,3,93,Mechanical,2025-03-20
3542,C,WH3,10,29,None,2024-06-07
3543,B,WH2,1,92,Weather,2025-10-13
3544,B,WH1,3,49,Weather,2025-06-15
3545,B,WH4,5,54,Mechanical,2024-08-25
3546,F,WH3,9,78,Weather,2025-05-08
3547,H,WH1,1,87,Mechanical,2025-10-24
3548,G,WH4,9,85,Weather,2025-11-16
3549,F,WH1,3,9,Mechanical,2025-07-10
3550,A,WH3,4,49,Weather,2024-07-03
3551,E,WH3,10,90,Weather,2025-06-11
3552,C,WH3,2,74,Mechanical,2024-06-23
3553,I,WH1,6,96,Weather,2024-12-26
3554,C,WH2,3,98,Traffic,2025-02-16
3555,D,WH3,8,108,Weather,2025-07-07
3556,A,WH1,5,91,Weather,2025-11-18
3557,B,WH3,7,30,Mechanical,2025-08-09
3558,F,WH2,3,5,Weather,2024-11-23
3559,C,WH4,8,39,Weather,2025-10-01
3560,E,WH4,7,118,Mechanical,2025-08-13
3561,C,WH3,3,24,Weather,2024-10-03
3562,I,WH4,4,68,Weather,2024-02-14
3563,G,WH3,4,78,None,2024-10-18
3564,I,WH1,9,13,None,2024-12-20
3565,I,WH3,5,16,Weather,2024-12-03
3566,D,WH1,8,29,Weather,2024-07-22
3567,H,WH3,8,13,None,2025-12-22
3568,F,WH3,9,72,None,2025-03-16
3569,D,WH1,6,40,Traffic,2024-08-21
3570,C,WH4,5,60,None,2025-03-22
3571,D,WH2,8,108,Traffic,2024-05-04
3572,D,WH4,2,109,None,2025-09-23
3573,E,WH2,9,62,Mechanical,2025-10-04
3574,C,WH4,2,56,Traffic,2025-09-27
3575,B,WH2,6,115,None,2024-02-23
3576,F,WH2,1,41,Mechanical,2025-01-31
3577,B,WH1,9,26,Traffic,2024-10-27
3578,I,WH3,2,46,Mechanical,2024-03-17
3579,J,WH4,8,12,Weather,2024-03-21
3580,D,WH2,4,73,Weather,2025-12-08
3581,J,WH4,6,79,Mechanical,2024-06-10
3582,G,WH2,8,100,Weather,2025-07-04
3583,D,WH4,2,106,Weather,2024-06-10
3584,B,WH1,7,95,None,2025-03-09
3585,A,WH1,5,1,None,2024-12-03
3586,C,WH1,4,5,Traffic,2024-10-17
3587,J,WH4,7,120,None,2024-04-21
3588,C,WH4,10,70,Weather,2025-01-24
3589,B,WH4,6,22,Mechanical,2025-06-27
3590,B,WH4,7,17,None,2025-04-20
3591,J,WH3,1,36,Mechanical,2025-08-27
3592,B,WH1,1,9,Weather,2024-04-10
3593,D,WH3,9,52,Traffic,2025-04-15
3594,I,WH3,4,24,Traffic,2024-03-07
3595,G,WH4,10,94,None,2025-06-16
3596,H,WH2,1,29,Mechanical,2025-01-20
3597,I,WH1,1,3,Weather,2025-05-24
3598,A,WH4,10,27,Weather,2025-09-15
3599,I,WH4,10,1,Weather,2025-07-22
3600,D,WH2,5,9,Traffic,2025-09-25
3601,B,WH3,4,43,Weather,2025-11-04
3602,I,WH3,4,79,None,2024-12-30
3603,A,WH2,6,108,Mechanical,2024-03-08
3604,J,WH1,4,110,Traffic,2024-05-04
3605,E,WH3,1,28,Mechanical,2025-03-11
3606,D,WH3,4,84,Mechanical,2025-08-26
3607,A,WH3,10,60,Mechanical,2025-02-03
3608,E,WH3,2,90,Weather,2025-09-25
3609,F,WH4,9,39,Mechanical,2024-10-19
3610,H,WH4,10,2,Weather,2024-02-21
3611,I,WH4,2,78,Weather,2025-05-05
3612,E,WH4,3,16,Weather,2024-10-09
3613,F,WH2,6,2,Mechanical,2025-09-25
3614,J,WH3,4,44,Weather,2024-07-30
3615,A,WH3,5,75,Mechanical,2025-08-25
3616,D,WH4,1,5,None,2024-04-24
3617,J,WH3,6,31,Mechanical,2025-12-29
3618,A,WH2,3,24,None,2024-02-14
3619,D,WH4,8,81,Weather,2024-11-18
3620,G,WH4,8,21,Weather,2024-11-27
3621,D,WH4,10,79,Weather,2024-04-06
3622,C,WH1,8,63,None,2025-03-26
3623,I,WH4,6,107,None,2024-01-30
3624,I,WH3,4,96,Weather,2024-11-27
3625,H,WH3,3,70,Traffic,2024-08-13
3626,D,WH4,2,33,Mechanical,2024-08-04
3627,A,WH4,7,3,Mechanical,2024-10-22
3628,F,WH2,7,8,Traffic,2024-02-08
3629,H,WH1,7,42,None,2025-02-17
3630,J,WH1,6,74,None,2025-08-23
3631,H,WH3,4,54,None,2025-09-11
3632,B,WH1,5,39,Weather,2025-12-09
3633,I,WH1,8,0,Traffic,2025-11-03
3634,F,WH3,6,99,None,2025-10-31
3635,H,WH3,4,1,Mechanical,2024-11-16
3636,B,WH3,8,39,Traffic,2025-09-10
3637,A,WH2,9,34,Weather,2024-08-21
3638,D,WH4,1,119,Traffic,2024-09-01
3639,D,WH3,9,31,Traffic,2024-08-02
3640,B,WH1,7,84,Weather,2025-04-12
3641,D,WH1,4,64,None,2025-01-11
3642,H,WH3,5,58,Traffic,2024-05-31
3643,G,WH2,9,7,Mechanical,2025-12-29
3644,D,WH1,2,62,None,2024-10-28
3645,I,WH3,10,56,Weather,2024-02-28
3646,F,WH2,1,114,Traffic,2025-10-12
3647,J,WH1,4,25,Traffic,2025-03-24
3648,J,WH2,5,112,Mechanical,2024-01-07
3649,G,WH3,2,54,Weather,2024-08-14
3650,H,WH3,4,29,Traffic,2024-04-11
3651,B,WH4,1,92,None,2025-02-20
3652,C,WH4,8,34,Traffic,2025-02-07
3653,E,WH2,5,95,Traffic,2025-09-04
3654,E,WH4,6,117,Weather,2025-05-21
3655,I,WH1,10,117,Weather,2024-03-27
3656,A,WH1,7,57,Weather,2024-08-02
3657,C,WH4,9,103,Mechanical,2024-10-13
3658,F,WH1,8,80,Mechanical,2024-06-13
3659,I,WH2,6,69,None,2025-01-18
3660,J,WH4,2,30,Traffic,2025-02-27
3661,D,WH1,3,88,Weather,2024-05-23
3662,C,WH3,3,84,Traffic,2024-10-28
3663,F,WH3,1,112,Mechanical,2024-05-12
3664,E,WH4,4,11,Traffic,2025-02-03
3665,D,WH2,7,78,Weather,2024-07-18
3666,J,WH1,8,38,Mechanical,2024-03-05
3667,E,WH4,1,3,Mechanical,2024-06-16
3668,H,WH4,10,119,None,2024-07-20
3669,A,WH2,8,58,Traffic,2024-03-27
3670,B,WH1,8,98,Weather,2024-03-10
3671,A,WH1,9,40,None,2025-01-05
3672,G,WH2,5,26,None,2025-10-18
3673,H,WH2,3,103,Mechanical,2025-11-26
3674,F,WH3,3,81,Traffic,2025-05-28
3675,F,WH2,1,81,Traffic,2024-08-08
3676,J,WH2,4,8,Weather,2025-10-12
3677,D,WH1,7,67,Traffic,2025-09-23
3678,A,WH2,5,63,Mechanical,2025-08-14
3679,C,WH3,9,61,Weather,2024-01-29
3680,H,WH4,4,19,Mechanical,2025-03-19
3681,G,WH1,3,54,None,2024-09-14
3682,H,WH2,10,30,None,2025-02-08
3683,C,WH4,6,116,Mechanical,2024-04-27
3684,E,WH3,7,110,Traffic,2024-04-25
3685,F,WH1,7,96,Traffic,2025-06-13
3686,F,WH3,9,63,Weather,2024-11-22
3687,H,WH2,6,71,Weather,2025-03-14
3688,C,WH2,7,92,Weather,2025-05-09
3689,I,WH3,6,78,Weather,2025-02-04
3690,D,WH2,3,113,None,2024-07-17
3691,D,WH3,2,65,None,2024-04-03
3692,E,WH4,2,88,Mechanical,2024-12-17
3693,I,WH1,5,11,Mechanical,2024-12-28
3694,B,WH3,3,94,Mechanical,2025-02-06
3695,B,WH3,10,96,None,2024-07-08
3696,J,WH4,10,48,None,2025-07-01
3697,B,WH4,8,80,Traffic,2024-10-09
3698,G,WH2,4,84,Mechanical,2025-05-29
3699,B,WH2,7,86,Traffic,2024-11-11
3700,A,WH2,8,103,None,2024-11-21
3701,J,WH4,7,32,Weather,2024-09-10
3702,G,WH1,2,105,Traffic,2025-04-25
3703,C,WH2,10,56,None,2025-11-08
3704,A,WH1,3,80,Weather,2024-05-14
3705,A,WH3,1,64,Traffic,2025-10-02
3706,A,WH2,2,86,Weather,2025-06-01
3707,J,WH1,7,52,Weather,2025-08-01
3708,J,WH1,6,97,Mechanical,2024-04-02
3709,C,WH4,5,64,Traffic,2025-04-12
3710,G,WH1,5,118,Mechanical,2025-06-03
3711,H,WH2,9,40,Traffic,2024-11-25
3712,I,WH4,7,63,Traffic,2025-02-11
3713,E,WH3,8,26,Mechanical,2024-07-17
3714,F,WH3,1,6,None,2025-03-03
3715,H,WH3,7,24,Weather,2024-02-18
3716,B,WH1,5,94,Traffic,2025-12-04
3717,J,WH1,8,89,Mechanical,2024-10-19
3718,I,WH4,10,2,None,2024-07-31
3719,I,WH1,3,65,None,2025-06-02
3720,B,WH2,5,66,None,2024-09-27
3721,H,WH4,3,15,Traffic,2025-09-16
3722,A,WH3,4,61,Weather,2024-10-22
3723,E,WH4,3,70,None,2025-06-01
3724,E,WH3,5,48,Traffic,2024-03-04
3725,D,WH4,2,83,Traffic,2024-03-23
3726,A,WH1,7,88,Mechanical,2024-07-09
3727,D,WH1,10,118,Weather,2025-08-13
3728,E,WH4,6,39,Mechanical,2024-03-04
3729,B,WH1,5,43,Weather,2025-06-11
3730,C,WH1,5,110,Traffic,2025-02-08
3731,A,WH1,6,66,None,2025-11-06
3732,A,WH3,10,70,Weather,2025-03-30
3733,E,WH4,4,15,None,2024-05-20
3734,E,WH2,6,97,Weather,2025-08-10
3735,D,WH2,6,69,None,2025-04-16
3736,F,WH3,8,16,Weather,2025-07-06
3737,D,WH2,4,43,None,2025-01-08
3738,H,WH1,9,3,Traffic,2025-09-12
3739,I,WH1,5,100,Mechanical,2025-12-17
3740,A,WH3,6,11,Weather,2025-08-14
3741,I,WH4,2,78,Traffic,2025-11-20
3742,E,WH2,9,80,Traffic,2025-02-20
3743,J,WH3,1,55,Traffic,2024-10-28
3744,C,WH1,8,8,Traffic,2025-08-16
3745,I,WH3,6,91,Mechanical,2024-07-05
3746,H,WH4,8,99,Weather,2025-11-09
3747,C,WH1,10,74,None,2025-06-17
3748,E,WH2,8,112,Mechanical,2025-11-19
3749,D,WH1,7,9,None,2024-02-13
3750,A,WH3,3,67,Traffic,2025-10-03
3751,G,WH1,7,15,Mechanical,2024-11-28
3752,I,WH1,4,49,Mechanical,2025-08-04
3753,H,WH4,2,101,Mechanical,2024-12-21
3754,B,WH4,3,17,Traffic,2025-07-28
3755,F,WH3,5,77,Traffic,2024-09-11
3756,A,WH4,2,34,Weather,2024-06-09
3757,J,WH2,8,95,Traffic,2025-10-04
3758,F,WH1,7,109,Traffic,2024-04-29
3759,F,WH4,7,9,Weather,2024-04-08
3760,C,WH1,1,44,Mechanical,2025-04-29
3761,E,WH3,3,115,Mechanical,2025-05-16
3762,G,WH2,7,49,Mechanical,2025-12-04
3763,H,WH2,1,65,Traffic,2025-04-24
3764,C,WH2,4,76,None,2024-04-18
3765,A,WH1,9,116,Traffic,2024-12-02
3766,E,WH3,5,58,None,2025-05-06
3767,D,WH1,2,102,None,2024-04-23
3768,J,WH1,3,43,None,2024-01-12
3769,D,WH3,5,114,Mechanical,2025-07-26
3770,H,WH3,4,104,Weather,2025-11-30
3771,B,WH1,1,64,Mechanical,2025-08-30
3772,B,WH4,8,20,Traffic,2024-05-06
3773,B,WH3,2,10,Mechanical,2025-03-29
3774,I,WH3,7,89,None,2025-09-08
3775,D,WH3,2,105,None,2025-01-31
3776,B,WH3,6,62,Mechanical,2024-03-24
3777,A,WH1,9,58,Weather,2024-07-23
3778,E,WH2,3,4,Mechanical,2025-02-07
3779,G,WH1,4,46,None,2024-12-07
3780,C,WH1,8,29,Weather,2024-04-22
3781,J,WH4,8,46,Weather,2025-01-24
3782,G,WH1,9,53,Weather,2024-04-16
3783,F,WH1,4,26,None,2024-03-05
3784,B,WH3,4,89,None,2024-10-13
3785,A,WH3,3,68,None,2025-05-12
3786,G,WH2,7,60,Mechanical,2024-01-02
3787,A,WH1,9,110,None,2025-11-26
3788,H,WH1,7,6,Mechanical,2024-04-17
3789,H,WH4,1,70,None,2025-05-27
3790,J,WH3,7,95,None,2024-04-11
3791,B,WH2,5,50,Weather,2025-06-26
3792,H,WH3,2,85,Mechanical,2025-03-06
3793,B,WH3,4,50,Mechanical,2024-01-07
3794,F,WH1,5,9,Mechanical,2025-12-12
3795,E,WH2,2,22,Mechanical,2024-07-23
3796,A,WH1,1,79,Traffic,2025-04-19
3797,C,WH2,5,64,Traffic,2025-11-12
3798,J,WH1,3,46,Weather,2024-11-12
3799,A,WH1,9,59,Traffic,2024-05-03
3800,G,WH2,9,7,Mechanical,2024-07-12
3801,H,WH2,4,4,Traffic,2025-10-27
3802,A,WH4,4,90,Weather,2025-01-03
3803,I,WH1,7,76,Traffic,2025-08-04
3804,E,WH2,10,102,None,2025-10-10
3805,D,WH2,2,20,None,2024-05-06
3806,A,WH3,5,56,Mechanical,2024-06-19
3807,E,WH2,2,98,Traffic,2024-10-05
3808,D,WH4,10,10,Mechanical,2024-04-07
3809,D,WH3,2,110,Traffic,2024-07-08
3810,A,WH4,7,17,Mechanical,2024-11-21
3811,F,WH2,8,77,Weather,2025-06-24
3812,G,WH3,2,117,None,2024-06-26
3813,A,WH1,10,46,Mechanical,2024-04-19
3814,B,WH3,10,22,Traffic,2024-12-15
3815,F,WH2,9,39,None,2025-06-03
3816,I,WH1,5,75,Traffic,2024-08-09
3817,E,WH1,10,20,Weather,2025-06-11
3818,G,WH2,1,12,None,2025-04-09
3819,A,WH4,6,118,Weather,2024-01-28
3820,J,WH4,9,20,Traffic,2025-04-22
3821,D,WH1,1,1,Traffic,2024-03-20
3822,A,WH4,6,15,None,2025-09-21
3823,I,WH2,6,52,None,2025-02-06
3824,J,WH2,3,101,Mechanical,2024-08-15
3825,E,WH3,1,107,Weather,2025-05-07
3826,G,WH1,3,56,None,2024-05-18
3827,G,WH4,5,90,Mechanical,2025-02-04
3828,E,WH3,7,35,Traffic,2024-01-09
3829,H,WH3,1,64,Traffic,2025-08-20
3830,F,WH2,3,68,Mechanical,2024-03-01
3831,I,WH2,5,44,None,2025-10-15
3832,B,WH4,6,78,None,2024-09-18
3833,B,WH1,10,96,Traffic,2025-02-03
3834,C,WH1,7,100,Weather,2024-12-21
3835,J,WH4,6,37,None,2024-05-14
3836,F,WH4,1,25,Mechanical,2024-01-22
3837,A,WH3,8,69,Traffic,2024-12-30
3838,F,WH3,3,43,Mechanical,2025-11-26
3839,G,WH4,6,59,Mechanical,2025-01-03
3840,E,WH1,3,55,Traffic,2024-07-06
3841,I,WH4,5,117,Traffic,2025-09-28
3842,I,WH3,1,15,Mechanical,2025-09-17
3843,B,WH4,4,60,Traffic,2025-01-14
3844,D,WH4,4,11,Mechanical,2024-05-22
3845,A,WH2,7,70,Weather,2025-08-21
3846,F,WH4,5,97,Mechanical,2025-04-13
3847,J,WH4,1,43,Weather,2025-06-05
3848,G,WH2,8,67,None,2024-08-12
3849,G,WH4,6,58,Traffic,2024-09-01
3850,G,WH1,8,92,Weather,2024-03-11
3851,I,WH1,1,10,Mechanical,2025-06-14
3852,D,WH1,4,80,Mechanical,2025-12-18
3853,I,WH3,6,61,None,2024-12-06
3854,J,WH3,5,58,None,2024-10-15
3855,C,WH4,3,15,Traffic,2024-10-22
3856,D,WH3,7,41,Traffic,2025-11-19
3857,C,WH2,10,32,None,2025-05-17
3858,A,WH1,2,30,None,2025-05-20
3859,I,WH2,4,109,Mechanical,2024-07-19
3860,A,WH4,4,117,Mechanical,2025-11-22
3861,J,WH4,4,68,None,2024-11-12
3862,D,WH2,3,97,Weather,2025-09-15
3863,F,WH1,8,104,None,2025-12-01
3864,G,WH1,4,42,Weather,2025-07-06
3865,H,WH1,7,42,Traffic,2024-12-09
3866,G,WH3,2,73,Mechanical,2025-09-28
3867,I,WH4,10,99,Traffic,2024-02-05
3868,H,WH3,10,104,None,2024-01-09
3869,I,WH4,4,103,Weather,2024-09-15
3870,D,WH2,7,64,Traffic,2024-08-24
3871,H,WH2,10,111,Mechanical,2024-11-13
3872,C,WH4,8,89,Weather,2024-01-07
3873,A,WH3,3,5,None,2025-01-20
3874,A,WH3,4,55,Weather,2025-12-01
3875,G,WH4,2,85,Weather,2024-02-24
3876,I,WH3,5,67,Mechanical,2024-11-15
3877,C,WH1,3,75,Weather,2024-07-20
3878,A,WH3,1,26,Traffic,2025-03-20
3879,D,WH1,7,79,Traffic,2024-01-26
3880,H,WH3,2,107,Traffic,2024-11-04
3881,B,WH2,6,37,Mechanical,2024-08-15
3882,F,WH3,6,108,None,2025-01-18
3883,B,WH1,9,62,Mechanical,2024-07-06
3884,I,WH2,2,59,Weather,2024-03-30
3885,E,WH4,7,58,Traffic,2024-10-03
3886,B,WH1,10,56,Traffic,2024-06-16
3887,F,WH2,6,36,None,2025-06-04
3888,J,WH3,3,110,Mechanical,2025-01-27
3889,H,WH1,10,29,Weather,2024-02-02
3890,J,WH4,9,13,Weather,2025-01-27
3891,I,WH4,4,52,None,2024-02-12
3892,E,WH4,9,32,None,2024-03-07
3893,E,WH1,1,103,Weather,2024-10-03
3894,H,WH2,7,48,Traffic,2024-06-16
3895,H,WH4,7,90,Traffic,2024-10-30
3896,I,WH1,2,54,Mechanical,2025-12-05
3897,H,WH1,7,60,Weather,2024-02-21
3898,A,WH3,6,84,Weather,2024-03-25
3899,B,WH2,4,24,None,2025-08-05
3900,F,WH4,7,47,Traffic,2024-01-25
3901,E,WH1,9,57,Weather,2024-11-29
3902,D,WH2,9,13,Traffic,2025-01-11
3903,A,WH1,1,4,Mechanical,2025-12-07
3904,B,WH1,6,64,None,2025-07-23
3905,C,WH3,3,17,Traffic,2025-05-21
3906,J,WH4,9,74,Traffic,2024-12-11
3907,J,WH4,9,30,None,2024-09-25
3908,J,WH3,6,106,Traffic,2025-06-30
3909,J,WH3,1,13,Mechanical,2024-02-01
3910,F,WH4,6,28,Traffic,2025-01-09
3911,F,WH2,1,33,None,2024-06-30
3912,G,WH2,8,9,Weather,2024-03-24
3913,J,WH3,10,44,Traffic,2025-02-19
3914,I,WH2,9,100,Traffic,2025-08-28
3915,D,WH4,7,47,Mechanical,2025-12-25
3916,H,WH3,8,42,Mechanical,2024-07-15
3917,J,WH1,4,54,Traffic,2024-12-08
3918,B,WH4,9,23,Traffic,2024-04-06
3919,J,WH4,8,41,None,2024-07-24
3920,B,WH1,2,69,Mechanical,2025-07-08
3921,H,WH3,10,63,None,2024-10-26
3922,E,WH2,1,26,None,2025-03-31
3923,D,WH4,7,20,None,2024-06-14
3924,C,WH3,1,3,Mechanical,2025-08-30
3925,A,WH1,10,91,Mechanical,2024-11-16
3926,E,WH4,4,49,Traffic,2024-10-08
3927,G,WH3,7,35,None,2024-04-05
3928,C,WH1,5,108,Weather,2024-09-14
3929,E,WH3,10,53,Traffic,2024-04-26
3930,C,WH2,5,2,Traffic,2024-08-31
3931,H,WH4,6,14,None,2025-03-16
3932,C,WH2,7,116,Weather,2025-03-09
3933,C,WH2,9,26,Weather,2025-11-23
3934,J,WH3,3,104,Traffic,2025-11-26
3935,J,WH3,1,74,Traffic,2024-07-05
3936,A,WH1,10,112,None,2024-03-15
3937,A,WH1,7,35,Mechanical,2024-02-07
3938,G,WH3,10,68,Weather,2025-10-02
3939,I,WH4,9,87,Mechanical,2024-10-13
3940,A,WH4,10,110,Traffic,2025-06-12
3941,A,WH2,7,13,None,2024-08-21
3942,J,WH2,9,96,Weather,2025-11-15
3943,H,WH1,6,4,Weather,2025-06-14
3944,F,WH1,1,90,None,2024-09-29
3945,F,WH1,4,74,None,2025-02-26
3946,B,WH1,10,38,Weather,2024-05-13
3947,D,WH1,9,71,Mechanical,2025-08-21
3948,H,WH3,2,44,Weather,2025-02-17
3949,E,WH2,3,80,Weather,2025-11-25
3950,G,WH1,3,57,None,2025-04-12
3951,G,WH3,2,64,Weather,2025-05-02
3952,D,WH3,3,70,Weather,2024-09-29
3953,D,WH3,3,36,Traffic,2024-01-05
3954,H,WH4,6,117,Traffic,2025-04-12
3955,D,WH2,4,110,Traffic,2024-06-01
3956,F,WH3,7,53,Weather,2025-10-15
3957,B,WH2,9,7,Traffic,2024-09-18
3958,E,WH4,1,11,Weather,2025-11-01
3959,I,WH4,10,32,Weather,2024-08-09
3960,J,WH3,7,120,Traffic,2024-06-02
3961,J,WH2,1,18,Traffic,2024-11-16
3962,G,WH3,8,114,None,2024-02-06
3963,I,WH4,7,31,Weather,2024-03-02
3964,J,WH1,5,17,Weather,2025-04-23
3965,F,WH1,8,7,Traffic,2025-02-19
3966,E,WH4,9,53,Mechanical,2024-02-29
3967,G,WH4,7,84,Mechanical,2024-08-15
3968,D,WH3,5,88,Weather,2024-01-29
3969,H,WH1,6,84,None,2024-01-20
3970,F,WH1,4,24,None,2025-08-11
3971,B,WH4,8,0,Traffic,2025-12-02
3972,D,WH1,3,103,Weather,2025-05-08
3973,F,WH4,8,101,Traffic,2025-05-09
3974,G,WH3,5,79,Weather,2025-03-23
3975,G,WH3,9,52,Mechanical,2024-09-29
3976,D,WH3,1,5,Mechanical,2025-12-28
3977,G,WH4,5,1,Weather,2024-01-10
3978,H,WH1,2,91,Traffic,2025-09-06
3979,A,WH3,9,31,None,2025-07-02
3980,D,WH3,1,91,Traffic,2024-12-16
3981,I,WH2,4,79,Mechanical,2024-04-24
3982,C,WH4,5,115,Traffic,2024-10-12
3983,G,WH4,5,81,Traffic,2025-11-25
3984,B,WH1,3,35,Mechanical,2024-01-10
3985,I,WH4,8,11,Mechanical,2025-09-02
3986,H,WH3,10,15,Traffic,2024-09-30
3987,E,WH1,5,18,Mechanical,2024-06-09
3988,E,WH3,6,44,None,2025-07-11
3989,E,WH3,4,42,Traffic,2025-05-06
3990,J,WH3,8,114,None,2024-11-16
3991,E,WH4,6,95,Mechanical,2025-01-15
3992,G,WH3,5,35,Weather,2024-11-21
3993,C,WH4,7,119,None,2025-09-15
3994,F,WH4,4,97,Traffic,2025-11-02
3995,F,WH1,1,5,Mechanical,2025-12-20
3996,J,WH3,1,93,Weather,2024-10-04
3997,J,WH1,3,113,Traffic,2024-05-04
3998,H,WH4,4,45,Traffic,2025-03-21
3999,J,WH1,2,80,Traffic,2025-06-09
4000,B,WH3,10,65,Weather,2024-07-10
4001,H,WH1,10,21,Mechanical,2024-11-20
4002,I,WH2,1,106,Mechanical,2025-07-28
4003,E,WH3,2,48,Mechanical,2024-09-19
4004,A,WH1,5,17,None,2025-10-26
4005,F,WH3,6,99,None,2024-08-20
4006,J,WH4,9,56,None,2024-10-05
4007,J,WH3,1,37,Mechanical,2025-06-17
4008,H,WH2,10,57,Weather,2024-08-27
4009,H,WH4,6,101,Traffic,2024-12-03
4010,D,WH2,2,3,Weather,2025-05-08
4011,D,WH1,7,41,Mechanical,2025-07-26
4012,D,WH3,10,56,None,2025-06-14
4013,J,WH2,3,34,None,2024-06-16
4014,C,WH3,2,56,Mechanical,2025-07-16
4015,I,WH1,9,106,None,2025-11-10
4016,H,WH1,3,51,Traffic,2024-10-15
4017,D,WH1,6,96,Weather,2025-06-29
4018,H,WH1,3,20,Traffic,2024-11-23
4019,G,WH3,4,80,Mechanical,2024-08-20
4020,G,WH4,5,45,Mechanical,2024-10-14
4021,F,WH1,3,16,Mechanical,2024-03-26
4022,I,WH3,1,108,Mechanical,2024-02-23
4023,B,WH3,6,96,None,2025-01-31
4024,B,WH3,3,88,Weather,2024-04-20
4025,D,WH2,1,60,Traffic,2025-12-21
4026,F,WH4,5,7,Mechanical,2025-11-19
4027,I,WH4,4,40,None,2024-02-09
4028,I,WH4,3,40,None,2024-09-11
4029,F,WH1,7,28,Traffic,2025-09-11
4030,J,WH2,1,113,None,2025-08-07
4031,G,WH1,1,80,None,2024-07-19
4032,F,WH1,8,14,None,2024-04-28
4033,B,WH4,7,20,Weather,2024-03-30
4034,J,WH3,8,102,None,2024-12-12
4035,J,WH2,9,75,Weather,2024-10-28
4036,B,WH1,7,95,Weather,2024-12-04
4037,E,WH3,5,41,None,2024-09-30
4038,C,WH4,6,47,None,2024-10-26
4039,C,WH3,6,6,Weather,2025-06-09
4040,H,WH1,7,54,Mechanical,2024-06-30
4041,G,WH4,9,47,Traffic,2024-03-19
4042,F,WH4,5,14,None,2024-08-19
4043,D,WH4,2,120,Weather,2024-04-08
4044,F,WH2,6,119,Weather,2024-07-15
4045,J,WH2,2,113,Weather,2025-09-15
4046,C,WH3,1,33,Traffic,2025-10-06
4047,G,WH3,5,27,Mechanical,2024-11-03
4048,H,WH1,5,9,None,2024-08-12
4049,H,WH3,1,30,Mechanical,2025-04-27
4050,B,WH1,3,61,Mechanical,2025-05-22
4051,E,WH3,3,119,None,2025-03-18
4052,G,WH2,9,78,Mechanical,2025-02-20
4053,F,WH4,5,90,Weather,2025-11-17
4054,H,WH4,6,59,None,2024-03-15
4055,I,WH4,9,74,None,2025-02-03
4056,F,WH1,3,35,Weather,2024-07-04
4057,E,WH2,10,20,Weather,2024-05-30
4058,A,WH2,1,59,Traffic,2025-03-15
4059,G,WH2,3,68,Weather,2025-06-13
4060,J,WH4,6,90,Traffic,2024-02-19
4061,F,WH1,10,74,Mechanical,2024-10-03
4062,F,WH4,6,29,Mechanical,2025-11-02
4063,H,WH4,3,102,None,2024-01-23
4064,H,WH4,3,74,None,2024-08-23
4065,I,WH2,4,47,Traffic,2025-06-09
